"","Precinct","First","Second","Third","Ward"
"358","P-06","DOUG MANN","MARK ANDREW","JACKIE CHERRYHOMES","W-1"
"359","P-06","STEPHANIE WOODRUFF","BETSY HODGES","JACKIE CHERRYHOMES","W-12"
"360","P-02","BETSY HODGES","JAMES EVERETT","DOUG MANN","W-3"
"361","P-03","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-12"
"362","P-03","JACKIE CHERRYHOMES","DON SAMUELS","MARK V ANDERSON","W-7"
"363","P-03","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-3"
"364","P-04D","BETSY HODGES","DON SAMUELS","JAMES EVERETT","W-7"
"365","P-04D","MARK ANDREW","undervote","undervote","W-7"
"366","P-01","BETSY HODGES","MARK ANDREW","CAM WINTON","W-12"
"367","P-08","ABDUL M RAHAMAN ""THE ROCK""","undervote","undervote","W-10"
"368","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"369","P-03A","CAM WINTON","CHRISTOPHER ROBIN ZIMMERMAN","undervote","W-10"
"370","P-03","MARK ANDREW","undervote","undervote","W-6"
"371","P-08","MARK ANDREW","undervote","undervote","W-6"
"372","P-05","MARK ANDREW","DAN COHEN","DON SAMUELS","W-8"
"373","P-06","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-9"
"374","P-08","DON SAMUELS","MARK ANDREW","undervote","W-8"
"375","P-01","TONY LANE","undervote","undervote","W-9"
"376","P-04D","MARK ANDREW","BETSY HODGES","DAN COHEN","W-7"
"377","P-07","BETSY HODGES","DON SAMUELS","CAM WINTON","W-8"
"378","P-06","JACKIE CHERRYHOMES","JACKIE CHERRYHOMES","JACKIE CHERRYHOMES","W-4"
"379","P-08","MARK ANDREW","MARK V ANDERSON","CAPTAIN JACK SPARROW","W-7"
"380","P-08","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"381","P-09","CAM WINTON","KURTIS W. HANNA","undervote","W-13"
"382","P-01","BETSY HODGES","BOB FINE","JAMES EVERETT","W-11"
"383","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-2"
"384","P-07","BETSY HODGES","DON SAMUELS","DAN COHEN","W-4"
"385","P-04","DOUG MANN","JAYMIE KELLY","BETSY HODGES","W-11"
"386","P-01","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"387","P-08","MARK ANDREW","MARK V ANDERSON","STEPHANIE WOODRUFF","W-12"
"388","P-06","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"389","P-10","BETSY HODGES","STEPHANIE WOODRUFF","DON SAMUELS","W-12"
"390","P-06","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-4"
"391","P-07","DON SAMUELS","undervote","undervote","W-6"
"392","P-06","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-11"
"393","P-01","MARK ANDREW","CAM WINTON","undervote","W-13"
"394","P-07","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"395","P-06","MARK ANDREW","CAM WINTON","undervote","W-3"
"396","P-06","BOB FINE","STEPHANIE WOODRUFF","BETSY HODGES","W-11"
"397","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"398","P-08","MARK ANDREW","MARK ANDREW","undervote","W-7"
"399","P-02","DAN COHEN","DON SAMUELS","BETSY HODGES","W-13"
"400","P-08","DON SAMUELS","BETSY HODGES","CYD GORMAN","W-5"
"401","P-05A","NEAL BAXTER","JOHN CHARLES WILSON","JOHN LESLIE HARTWIG","W-10"
"402","P-02","BOB FINE","DON SAMUELS","DAN COHEN","W-1"
"403","P-06","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-6"
"404","P-07","BETSY HODGES","MARK ANDREW","CAPTAIN JACK SPARROW","W-13"
"405","P-01","CAM WINTON","undervote","undervote","W-2"
"406","P-01","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-1"
"407","P-05","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"408","P-05","BETSY HODGES","MARK ANDREW","undervote","W-8"
"409","P-09","DAN COHEN","BETSY HODGES","MARK ANDREW","W-1"
"410","P-02","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-13"
"411","P-04","BETSY HODGES","MARK ANDREW","undervote","W-13"
"412","P-05","BETSY HODGES","ABDUL M RAHAMAN ""THE ROCK""","MARK V ANDERSON","W-8"
"413","P-04D","BETSY HODGES","CAM WINTON","JACKIE CHERRYHOMES","W-7"
"414","P-05","CAM WINTON","DON SAMUELS","BETSY HODGES","W-12"
"415","P-10","BETSY HODGES","BOB FINE","MARK ANDREW","W-7"
"416","P-05","MARK ANDREW","undervote","undervote","W-6"
"417","P-09","DON SAMUELS","MARK ANDREW","CAM WINTON","W-12"
"418","P-08","DON SAMUELS","DAN COHEN","CAM WINTON","W-10"
"419","P-04","JACKIE CHERRYHOMES","JOSHUA REA","DOUG MANN","W-3"
"420","P-08","BETSY HODGES","JACKIE CHERRYHOMES","BOB FINE","W-7"
"421","P-04","BETSY HODGES","MARK ANDREW","undervote","W-9"
"422","P-05","EDMUND BERNARD BRUYERE","JACKIE CHERRYHOMES","BETSY HODGES","W-12"
"423","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-1"
"424","P-06","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-12"
"425","P-06","JACKIE CHERRYHOMES","MARK ANDREW","DON SAMUELS","W-12"
"426","P-02","BETSY HODGES","DON SAMUELS","BOB FINE","W-9"
"427","P-08","CAM WINTON","BETSY HODGES","KURTIS W. HANNA","W-3"
"428","P-05","DON SAMUELS","BOB FINE","BETSY HODGES","W-13"
"429","P-08","CAM WINTON","CAPTAIN JACK SPARROW","KURTIS W. HANNA","W-2"
"430","P-05","DON SAMUELS","CAM WINTON","OLE SAVIOR","W-4"
"431","P-04","JOHN LESLIE HARTWIG","CAM WINTON","DAN COHEN","W-1"
"432","P-10","CAM WINTON","BETSY HODGES","ALICIA K. BENNETT","W-12"
"433","P-04","JACKIE CHERRYHOMES","BETSY HODGES","JAMES EVERETT","W-4"
"434","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-12"
"435","P-02","JACKIE CHERRYHOMES","DON SAMUELS","GREGG A. IVERSON","W-4"
"436","P-05","DAN COHEN","undervote","undervote","W-5"
"437","P-06","BETSY HODGES","undervote","undervote","W-9"
"438","P-05","CAM WINTON","CHRISTOPHER CLARK","OLE SAVIOR","W-4"
"439","P-09","CAM WINTON","DAN COHEN","MARK ANDREW","W-13"
"440","P-04","CAM WINTON","BOB FINE","MARK ANDREW","W-3"
"441","P-02","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-11"
"442","P-06","MARK ANDREW","DON SAMUELS","STEPHANIE WOODRUFF","W-13"
"443","P-03","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-3"
"444","P-04","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-11"
"445","P-03","BETSY HODGES","STEPHANIE WOODRUFF","CAM WINTON","W-1"
"446","P-01","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"447","P-07","MARK ANDREW","JEFFREY ALAN WAGNER","ALICIA K. BENNETT","W-2"
"448","P-02","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"449","P-10","MARK V ANDERSON","MARK ANDREW","CHRISTOPHER ROBIN ZIMMERMAN","W-7"
"450","P-07","CAM WINTON","STEPHANIE WOODRUFF","JACKIE CHERRYHOMES","W-11"
"451","P-01","MIKE GOULD","JEFFREY ALAN WAGNER","MARK ANDREW","W-3"
"452","P-08","BETSY HODGES","STEPHANIE WOODRUFF","DON SAMUELS","W-4"
"453","P-04","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-10"
"454","P-01","MARK ANDREW","DON SAMUELS","undervote","W-1"
"455","P-03","MARK ANDREW","undervote","undervote","W-6"
"456","P-09","MARK ANDREW","BETSY HODGES","undervote","W-3"
"457","P-04","JAYMIE KELLY","undervote","undervote","W-6"
"458","P-08","BETSY HODGES","BOB FINE","undervote","W-7"
"459","P-02","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-11"
"460","P-01","BETSY HODGES","DON SAMUELS","BOB FINE","W-4"
"461","P-07","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-7"
"462","P-02","BOB FINE","MARK ANDREW","OLE SAVIOR","W-13"
"463","P-01","JACKIE CHERRYHOMES","DON SAMUELS","undervote","W-13"
"464","P-09","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-13"
"465","P-09","CAM WINTON","JACKIE CHERRYHOMES","DOUG MANN","W-10"
"466","P-06","DON SAMUELS","undervote","undervote","W-1"
"467","P-08","BETSY HODGES","MARK ANDREW","TONY LANE","W-12"
"468","P-09","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-7"
"469","P-06","MARK ANDREW","undervote","undervote","W-12"
"470","P-05","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-3"
"471","P-07","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-2"
"472","P-06","CAM WINTON","DAN COHEN","undervote","W-1"
"473","P-01","BETSY HODGES","JACKIE CHERRYHOMES","CAPTAIN JACK SPARROW","W-5"
"474","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"475","P-03A","BETSY HODGES","BOB FINE","JOSHUA REA","W-10"
"476","P-02","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"477","P-09","BETSY HODGES","DAN COHEN","DON SAMUELS","W-10"
"478","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-3"
"479","P-07","MARK ANDREW","undervote","undervote","W-8"
"480","P-02","MARK ANDREW","undervote","undervote","W-6"
"481","P-01","JACKIE CHERRYHOMES","BETSY HODGES","MARK ANDREW","W-6"
"482","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"483","P-07","CAM WINTON","undervote","undervote","W-4"
"484","P-06","BETSY HODGES","MARK ANDREW","undervote","W-12"
"485","P-03","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-3"
"486","P-04","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-3"
"487","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-2"
"488","P-06","BOB FINE","CAM WINTON","DAN COHEN","W-7"
"489","P-04","JACKIE CHERRYHOMES","MARK V ANDERSON","DON SAMUELS","W-13"
"490","P-07","DON SAMUELS","BOB FINE","BETSY HODGES","W-10"
"491","P-09","BETSY HODGES","undervote","undervote","W-10"
"492","P-03","MARK ANDREW","undervote","undervote","W-6"
"493","P-05","JACKIE CHERRYHOMES","MARK V ANDERSON","BETSY HODGES","W-1"
"494","P-02","MARK ANDREW","BETSY HODGES","BOB FINE","W-9"
"495","P-03","DON SAMUELS","JACKIE CHERRYHOMES","MARK ANDREW","W-2"
"496","P-04","BETSY HODGES","DON SAMUELS","BOB FINE","W-13"
"497","P-07","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-3"
"498","P-03","OLE SAVIOR","GREGG A. IVERSON","JACKIE CHERRYHOMES","W-12"
"499","P-06","DAN COHEN","BETSY HODGES","DON SAMUELS","W-12"
"500","P-10","ALICIA K. BENNETT","MERRILL ANDERSON","DON SAMUELS","W-2"
"501","P-04","STEPHANIE WOODRUFF","MARK ANDREW","BETSY HODGES","W-1"
"502","P-02","MARK ANDREW","undervote","undervote","W-6"
"503","P-07","DON SAMUELS","BETSY HODGES","undervote","W-13"
"504","P-02","CAM WINTON","JOSHUA REA","TONY LANE","W-9"
"505","P-03","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-13"
"506","P-03","MARK ANDREW","CAM WINTON","DON SAMUELS","W-7"
"507","P-04","MARK ANDREW","undervote","undervote","W-6"
"508","P-02","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-12"
"509","P-06","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-12"
"510","P-06","BETSY HODGES","BOB FINE","MARK ANDREW","W-11"
"511","P-04","DAN COHEN","CAM WINTON","CAPTAIN JACK SPARROW","W-13"
"512","P-01","BETSY HODGES","DON SAMUELS","undervote","W-10"
"513","P-03","BOB FINE","STEPHANIE WOODRUFF","DAN COHEN","W-13"
"514","P-02","MARK ANDREW","BETSY HODGES","undervote","W-1"
"515","P-05","CAM WINTON","BOB FINE","JACKIE CHERRYHOMES","W-11"
"516","P-06","ABDUL M RAHAMAN ""THE ROCK""","undervote","undervote","W-6"
"517","P-05","DAN COHEN","CAPTAIN JACK SPARROW","NEAL BAXTER","W-5"
"518","P-05","BETSY HODGES","JACKIE CHERRYHOMES","undervote","W-12"
"519","P-01","DON SAMUELS","BETSY HODGES","KURTIS W. HANNA","W-10"
"520","P-02","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-11"
"521","P-05","BETSY HODGES","MARK ANDREW","BOB FINE","W-3"
"522","P-03","JACKIE CHERRYHOMES","DON SAMUELS","MARK ANDREW","W-1"
"523","P-08","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"524","P-01","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-9"
"525","P-03","MARK ANDREW","undervote","undervote","W-12"
"526","P-01","MARK V ANDERSON","BETSY HODGES","DON SAMUELS","W-10"
"527","P-05","MARK ANDREW","undervote","undervote","W-1"
"528","P-6C","JACKIE CHERRYHOMES","DON SAMUELS","JEFFREY ALAN WAGNER","W-5"
"529","P-03","MARK ANDREW","UWI","UWI","W-11"
"530","P-04","DON SAMUELS","JACKIE CHERRYHOMES","MARK ANDREW","W-13"
"531","P-08","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-7"
"532","P-03","MARK ANDREW","CAM WINTON","DOUG MANN","W-5"
"533","P-07","MARK ANDREW","DON SAMUELS","undervote","W-13"
"534","P-02","MARK ANDREW","BETSY HODGES","BOB FINE","W-13"
"535","P-08","STEPHANIE WOODRUFF","BOB FINE","BETSY HODGES","W-7"
"536","P-05","MARK ANDREW","undervote","undervote","W-6"
"537","P-02","BETSY HODGES","BOB FINE","CAM WINTON","W-1"
"538","P-02","MARK ANDREW","undervote","undervote","W-6"
"539","P-04","BETSY HODGES","MARK ANDREW","undervote","W-12"
"540","P-02","CAM WINTON","DAN COHEN","BOB FINE","W-1"
"541","P-08","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-5"
"542","P-07","BETSY HODGES","undervote","undervote","W-5"
"543","P-04","BETSY HODGES","MARK ANDREW","STEPHANIE WOODRUFF","W-11"
"544","P-06","BETSY HODGES","undervote","undervote","W-8"
"545","P-05","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-2"
"546","P-08","BETSY HODGES","MARK ANDREW","JAMES EVERETT","W-12"
"547","P-02","BOB FINE","DAN COHEN","undervote","W-13"
"548","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"549","P-04","BETSY HODGES","BOB FINE","TONY LANE","W-3"
"550","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"551","P-09","CAM WINTON","DAN COHEN","MARK ANDREW","W-3"
"552","P-05","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"553","P-09","BETSY HODGES","JACKIE CHERRYHOMES","STEPHANIE WOODRUFF","W-13"
"554","P-03","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"555","P-10","MARK ANDREW","BETSY HODGES","undervote","W-11"
"556","P-08","CAM WINTON","CAPTAIN JACK SPARROW","JACKIE CHERRYHOMES","W-5"
"557","P-02","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-2"
"558","P-01","BETSY HODGES","DOUG MANN","DAN COHEN","W-2"
"559","P-01","DON SAMUELS","undervote","undervote","W-1"
"560","P-04","STEPHANIE WOODRUFF","BETSY HODGES","MARK ANDREW","W-5"
"561","P-03","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-8"
"562","P-02","MARK V ANDERSON","BETSY HODGES","JACKIE CHERRYHOMES","W-1"
"563","P-07","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-8"
"564","P-08","CAM WINTON","DON SAMUELS","undervote","W-12"
"565","P-06","MARK ANDREW","undervote","undervote","W-13"
"566","P-04","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-3"
"567","P-06","MARK ANDREW","BETSY HODGES","DAN COHEN","W-2"
"568","P-03","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-12"
"569","P-01","BETSY HODGES","JAMES EVERETT","undervote","W-9"
"570","P-02","MARK ANDREW","undervote","undervote","W-12"
"571","P-01C","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-7"
"572","P-05","BETSY HODGES","STEPHANIE WOODRUFF","JAMES EVERETT","W-3"
"573","P-05","CAM WINTON","undervote","undervote","W-12"
"574","P-02","DON SAMUELS","GREGG A. IVERSON","JOSHUA REA","W-5"
"575","P-06","CAM WINTON","BETSY HODGES","DON SAMUELS","W-13"
"576","P-06","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-2"
"577","P-08","BETSY HODGES","MARK ANDREW","ALICIA K. BENNETT","W-7"
"578","P-07","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-3"
"579","P-04","BETSY HODGES","MARK ANDREW","DAN COHEN","W-11"
"580","P-10","OLE SAVIOR","CAM WINTON","JOHN LESLIE HARTWIG","W-11"
"581","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"582","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"583","P-04","BETSY HODGES","DON SAMUELS","undervote","W-12"
"584","P-08","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-8"
"585","P-10","CAM WINTON","CHRISTOPHER ROBIN ZIMMERMAN","GREGG A. IVERSON","W-12"
"586","P-01","CAM WINTON","OLE SAVIOR","undervote","W-9"
"587","P-06","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-8"
"588","P-02","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-13"
"589","P-07","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-13"
"590","P-07","OLE SAVIOR","undervote","undervote","W-12"
"591","P-09","MARK ANDREW","JACKIE CHERRYHOMES","BOB FINE","W-7"
"592","P-01","ABDUL M RAHAMAN ""THE ROCK""","BETSY HODGES","undervote","W-8"
"593","P-02","OLE SAVIOR","undervote","undervote","W-6"
"594","P-01","DON SAMUELS","BETSY HODGES","undervote","W-8"
"595","P-10","OLE SAVIOR","JOSHUA REA","undervote","W-12"
"596","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"597","P-09","CAM WINTON","undervote","undervote","W-13"
"598","P-03","JEFFREY ALAN WAGNER","JEFFREY ALAN WAGNER","undervote","W-6"
"599","P-07","MARK ANDREW","BETSY HODGES","CAM WINTON","W-3"
"600","P-05","MARK ANDREW","DON SAMUELS","BOB FINE","W-7"
"601","P-07","DON SAMUELS","undervote","undervote","W-2"
"602","P-01","BETSY HODGES","MARK ANDREW","undervote","W-11"
"603","P-05","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-13"
"604","P-01","GREGG A. IVERSON","STEPHANIE WOODRUFF","JOSHUA REA","W-6"
"605","P-06","BETSY HODGES","undervote","undervote","W-3"
"606","P-09","MARK V ANDERSON","MARK ANDREW","OLE SAVIOR","W-6"
"607","P-02","STEPHANIE WOODRUFF","BETSY HODGES","MARK ANDREW","W-9"
"608","P-08","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-7"
"609","P-04","MARK V ANDERSON","JOSHUA REA","NEAL BAXTER","W-9"
"610","P-08","DON SAMUELS","BOB FINE","CAM WINTON","W-11"
"611","P-08","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-5"
"612","P-07","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-6"
"613","P-02","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-10"
"614","P-06","CAM WINTON","DAN COHEN","STEPHANIE WOODRUFF","W-4"
"615","P-03","BETSY HODGES","CAM WINTON","DON SAMUELS","W-13"
"616","P-02","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-13"
"617","P-06","MARK ANDREW","BETSY HODGES","ABDUL M RAHAMAN ""THE ROCK""","W-8"
"618","P-02","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-5"
"619","P-06","CAM WINTON","DON SAMUELS","NEAL BAXTER","W-11"
"620","P-02","BETSY HODGES","CAM WINTON","MARK ANDREW","W-9"
"621","P-04","MARK ANDREW","CAM WINTON","DON SAMUELS","W-1"
"622","P-04D","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-7"
"623","P-05","BETSY HODGES","CAM WINTON","undervote","W-1"
"624","P-03","MARK ANDREW","DON SAMUELS","undervote","W-13"
"625","P-01C","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-7"
"626","P-04","BOB FINE","DAN COHEN","MARK ANDREW","W-2"
"627","P-05","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-11"
"628","P-08","BOB FINE","BETSY HODGES","GREGG A. IVERSON","W-11"
"629","P-05","MARK ANDREW","BOB FINE","JACKIE CHERRYHOMES","W-8"
"630","P-06","MARK ANDREW","CAM WINTON","undervote","W-7"
"631","P-03","MARK ANDREW","undervote","undervote","W-6"
"632","P-09","MERRILL ANDERSON","undervote","undervote","W-13"
"633","P-05A","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-10"
"634","P-05","DON SAMUELS","JACKIE CHERRYHOMES","BOB FINE","W-4"
"635","P-08","DON SAMUELS","JACKIE CHERRYHOMES","undervote","W-3"
"636","P-03","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-3"
"637","P-07","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-11"
"638","P-04D","BETSY HODGES","CAM WINTON","CHRISTOPHER CLARK","W-7"
"639","P-05","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-4"
"640","P-08","MARK ANDREW","BETSY HODGES","DAN COHEN","W-4"
"641","P-08","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"642","P-09","BETSY HODGES","CAM WINTON","DOUG MANN","W-7"
"643","P-03","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"644","P-05","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"645","P-07","CAM WINTON","undervote","undervote","W-3"
"646","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"647","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"648","P-07","JAYMIE KELLY","MARK ANDREW","BETSY HODGES","W-3"
"649","P-05","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-2"
"650","P-05","BETSY HODGES","DON SAMUELS","undervote","W-11"
"651","P-01","MARK ANDREW","BETSY HODGES","JAMES EVERETT","W-1"
"652","P-06","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-10"
"653","P-07","CAM WINTON","DON SAMUELS","BETSY HODGES","W-11"
"654","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-4"
"655","P-04","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-8"
"656","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-2"
"657","P-08","JACKIE CHERRYHOMES","BETSY HODGES","DON SAMUELS","W-2"
"658","P-01C","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-7"
"659","P-03","BETSY HODGES","DOUG MANN","MARK ANDREW","W-12"
"660","P-01","JACKIE CHERRYHOMES","DON SAMUELS","BOB FINE","W-11"
"661","P-09","DON SAMUELS","undervote","undervote","W-2"
"662","P-07","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"663","P-03","BETSY HODGES","overvote","TROY BENJEGERDES","W-8"
"664","P-07","CAM WINTON","MARK ANDREW","DON SAMUELS","W-11"
"665","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-9"
"666","P-04","CAM WINTON","CAPTAIN JACK SPARROW","CYD GORMAN","W-12"
"667","P-03","undervote","BILL KAHN","undervote","W-2"
"668","P-05","JACKIE CHERRYHOMES","undervote","undervote","W-4"
"669","P-6C","JACKIE CHERRYHOMES","MARK ANDREW","DON SAMUELS","W-5"
"670","P-08","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-2"
"671","P-04","DON SAMUELS","BETSY HODGES","undervote","W-13"
"672","P-03","MARK ANDREW","undervote","undervote","W-6"
"673","P-07","BETSY HODGES","DON SAMUELS","undervote","W-11"
"674","P-01","MARK ANDREW","BETSY HODGES","undervote","W-12"
"675","P-04D","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"676","P-01","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-10"
"677","P-05","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-11"
"678","P-05","DON SAMUELS","BETSY HODGES","CAM WINTON","W-8"
"679","P-06","MARK V ANDERSON","DON SAMUELS","DAN COHEN","W-12"
"680","P-07","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-11"
"681","P-02","STEPHANIE WOODRUFF","BETSY HODGES","DON SAMUELS","W-4"
"682","P-05A","JEFFREY ALAN WAGNER","undervote","undervote","W-10"
"683","P-04","BETSY HODGES","DON SAMUELS","CAM WINTON","W-11"
"684","P-07","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"685","P-09","DON SAMUELS","MARK ANDREW","STEPHANIE WOODRUFF","W-1"
"686","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"687","P-07","MARK ANDREW","CAM WINTON","JACKIE CHERRYHOMES","W-11"
"688","P-08","DAN COHEN","undervote","undervote","W-8"
"689","P-08","STEPHANIE WOODRUFF","JACKIE CHERRYHOMES","MARK ANDREW","W-9"
"690","P-09","BOB FINE","DAN COHEN","STEPHANIE WOODRUFF","W-7"
"691","P-07","MARK ANDREW","BOB FINE","CAM WINTON","W-13"
"692","P-02","DOUG MANN","JAYMIE KELLY","BETSY HODGES","W-9"
"693","P-07","CAM WINTON","undervote","undervote","W-11"
"694","P-05","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-2"
"695","P-01","BETSY HODGES","CAM WINTON","DON SAMUELS","W-11"
"696","P-06","DAN COHEN","CAM WINTON","CHRISTOPHER CLARK","W-13"
"697","P-03","undervote","undervote","undervote","W-6"
"698","P-07","BETSY HODGES","MARK ANDREW","undervote","W-7"
"699","P-07","BOB FINE","MARK ANDREW","STEPHANIE WOODRUFF","W-7"
"700","P-03","BOB FINE","JACKIE CHERRYHOMES","undervote","W-3"
"701","P-03","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-1"
"702","P-08","BETSY HODGES","DON SAMUELS","undervote","W-2"
"703","P-6C","BETSY HODGES","MARK ANDREW","undervote","W-5"
"704","P-02D","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-7"
"705","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"706","P-03","MARK ANDREW","ALICIA K. BENNETT","JEFFREY ALAN WAGNER","W-13"
"707","P-03","DON SAMUELS","BETSY HODGES","undervote","W-5"
"708","P-07","BETSY HODGES","MARK ANDREW","undervote","W-3"
